Price,Close,High,Low,Open,Volume,SMA20,SMA50,SMA200,EMA12,EMA26,MACD,MACD_signal,MACD_hist,RSI14,golden_cross,death_cross
Ticker,AAPL,AAPL,AAPL,AAPL,AAPL,,,,,,,,,,,
Date,,,,,,,,,,,,,,,,
2023-11-06,177.49148559570312,177.68954259678722,174.50079012453784,174.66913933099835,63841300,173.24953689575196,,,172.88306914918468,173.36094447987327,-0.47787533068859034,-1.339461395739154,0.8615860650505636,51.3518530185949,False,False
2023-11-07,180.05636596679688,180.67034717470034,177.23400472320088,177.44195927584823,70530000,173.41937332153321,,,173.98665327497116,173.8569016270528,0.12975164791836846,-1.0456187870076497,1.1753704349260181,55.75561659189139,False,False
2023-11-08,181.11598205566406,181.67054768588966,179.82858892219454,180.5812266581694,49340300,173.57237548828124,,,175.08347308738547,174.3946112884314,0.6888617989540649,-0.6987226698153068,1.3875844687693717,57.468525412269216,False,False
2023-11-09,180.640625,182.33402952271553,180.04643896103886,181.18529301725127,53763500,173.65654907226562,,,175.93841953548002,174.8572789707698,1.0811405647102106,-0.3427500229102034,1.423890587620414,56.41337525685355,False,False
2023-11-10,184.83511352539062,185.00369964258533,181.989212824357,182.42552132152326,66133400,174.04254608154298,,,177.30714168777396,175.59637782666766,1.710763861106301,0.06795275389309752,1.6428111072132034,62.888351880037504,False,False
2023-11-13,183.24853515625,184.46820459130328,182.66349206706928,184.25997609615754,43627500,174.35565109252929,174.67960662841796,,178.22120222138565,176.16320429552562,2.057997925860036,0.46596178828648527,1.5920361375735508,59.29990778220742,False,False
2023-11-14,185.86642456054688,186.53079802673324,184.73599558169857,186.12423638705965,60108400,174.87738952636718,174.63973693847657,,179.39739027356433,176.88196135219385,2.5154289213704715,0.8758552149032826,1.639573706467189,63.046731643748586,False,False
2023-11-15,186.43161010742188,187.90910668353808,186.20354524355434,186.2729648412074,53790500,175.49225158691405,174.74565307617186,,180.47957794031163,177.58934274147,2.890235198841623,1.2787312116909506,1.6115039871506722,63.8211001398111,False,False
2023-11-16,188.11734008789062,189.35684600106327,187.06622636374277,187.9785160308428,54412900,176.2102165222168,174.99124603271486,,181.6546182707084,178.3691943967604,3.285423873947991,1.6800697441423589,1.6053541298056322,66.10271029921587,False,False
2023-11-17,188.09750366210938,188.78171334674664,186.98691120628507,188.65279989002153,50922700,177.05493850708007,175.22416290283203,,182.645831407847,179.08980989789737,3.5560215099496304,2.0552600973038135,1.5007614126458169,66.0499243295171,False,False
2023-11-20,189.84271240234375,190.29885721130628,188.28590092727276,188.29581152699646,46505100,177.98097915649413,175.46861267089844,,183.7530438685388,179.88632119452302,3.86672267401579,2.417552612646209,1.449170061369581,68.43791979482125,False,False
2023-11-21,189.0395050048828,189.91212191624118,188.1470668951287,189.80304480232138,38134500,178.84507064819337,175.75760467529298,,184.5663455818225,180.56433481010524,4.002010771717266,2.7344442444604207,1.2675665272568457,66.13238366984208,False,False
2023-11-22,189.70388793945312,191.31028267101584,189.22792193208022,189.88238464889707,39617700,179.85824813842774,176.10127899169922,,185.35673671376568,181.2413387456125,4.115397968153189,3.0106349891989743,1.104762978954215,67.1191043318168,False,False
2023-11-24,188.37515258789062,189.2973377280717,187.66119596873028,189.26759079649733,24048300,181.01344528198243,176.38807525634766,,185.82110838670798,181.76976940059606,4.051338986111915,3.2187757885815627,0.8325631975303525,63.15605661767385,False,False
2023-11-27,188.19664001464844,189.06925694915728,187.3141124806788,188.32555346106983,40552600,182.09386291503907,176.68575988769533,,186.1865747910065,182.2458338905259,3.9407409004806198,3.363168810961374,0.5775720895192458,62.621099657368454,False,False
2023-11-28,188.801513671875,189.47581268170356,187.80990905147505,188.18672364904648,38415400,183.10202865600587,176.93691619873047,,186.5888730803709,182.73143980025546,3.85743328011543,3.4620217047921855,0.39541157532324434,63.74180279504839,False,False
2023-11-29,187.7801971435547,190.47736342450784,187.38356127369806,189.2973512852548,43014200,184.03535995483398,177.1458590698242,,186.7721537054761,183.10542182568503,3.666731879791058,3.5029637397919604,0.16376813999909778,60.446354128224485,False,False
2023-11-30,188.35533142089844,188.7222354910008,186.61011239504938,188.24625428611483,48794400,184.83900146484376,177.43721069335936,,187.01571950784876,183.49430401792304,3.5214154899257153,3.5066540898187117,0.014761400107003553,61.64879249760239,False,False
2023-12-01,189.63449096679688,189.95179660734362,187.64135580786584,188.73212704562349,45704800,185.52834548950196,177.78504302978516,,187.41860742461,183.94913268080256,3.4694747438074387,3.4992182206164575,-0.029743476809018787,64.25177324997486,False,False
2023-12-04,187.8396759033203,188.45448112204545,185.87630278327032,188.38506152852514,43389500,186.1735046386719,178.07994567871094,,187.48338719056542,184.23732106765573,3.2460661229096957,3.4485878010751057,-0.20252167816541,58.27516114039749,False,False
2023-12-05,191.7961883544922,192.76795676998717,188.58338352707358,188.61314558971708,66628400,186.88873977661132,178.42842834472657,,188.14689506193878,184.79723716297693,3.3496578989618513,3.428801820652455,-0.07914392169060358,65.82241330112461,False,False
2023-12-06,190.70541381835938,193.12491645797843,190.49717018406523,192.81752143695684,41089700,187.42119216918945,178.8366961669922,,188.54051333215733,185.23487987819044,3.305633453966891,3.4041681473153425,-0.09853469334845144,62.46768947968608,False,False
2023-12-07,192.63905334472656,193.3629205543118,191.96475426663108,192.0044269286476,47477700,187.9973457336426,179.3139404296875,,189.17105794947568,185.78333717200795,3.3877207774677345,3.4008786733458214,-0.013157895878086912,65.79572929892626,False,False
2023-12-08,194.06695556640625,194.3446036620394,192.04407357743747,192.56962283922067,53406400,188.66866226196288,179.8145932006836,,189.92427296746501,186.39693853455594,3.527334432909072,3.426169825258472,0.10116460765059987,68.04881552901662,False,False
2023-12-11,191.55819702148438,191.8656072016425,189.81297812056516,191.48879255742054,60943700,189.00481643676758,180.2547720336914,,190.17564589885262,186.77925397803213,3.3963919208204914,3.420214244370876,-0.023822323550384716,60.5074281313217,False,False
2023-12-12,193.0753936767578,193.08530427855237,190.1104896256955,191.45907287355152,52696900,189.49615936279298,180.6749871826172,,190.62176094160725,187.24563469645628,3.376126245150971,3.411396644526895,-0.03527039937592402,63.16599346091552,False,False
2023-12-13,196.298095703125,196.33775323819535,193.2142041253177,193.45217959711718,70404200,190.0177429199219,181.18639465332032,,191.49504321260997,187.91618736361693,3.5788558489930438,3.4448884854201247,0.13396736357291905,68.08119668792662,False,False
2023-12-14,196.4468231201172,197.9441408874326,194.51319682969313,196.35758232148717,66831600,190.51850357055665,181.67582092285156,,192.2568555060726,188.54808630854288,3.708769197529733,3.4976646278420467,0.21110456968768654,68.291489258552,False,False
2023-12-15,195.91136169433594,196.73438033852585,195.34613971264017,195.87168903034603,128538400,190.9082046508789,182.1297805786133,,192.8190872273439,189.09351411489794,3.7255731124459714,3.543246324762832,0.18232678768313937,66.59046229726262,False,False
2023-12-18,194.24546813964844,194.9792611555933,192.75806090539803,194.44378607807738,55751900,191.21560287475586,182.49932220458984,,193.03853044462153,189.47514033895354,3.5633901056679917,3.547275080943864,0.016115024724127736,61.46126015183862,False,False
2023-12-19,195.28663635253906,195.29654695271066,194.24544836840317,194.51318587990949,40714100,191.48779907226563,182.85997863769532,,193.38439289199346,189.90562152514508,3.4787713668483775,3.533574338124767,-0.054802971276389556,63.36077378327206,False,False
2023-12-20,193.19436645507812,196.0204310779547,193.19436645507812,195.24698053858313,52242800,191.6955421447754,183.19067321777345,,193.35515805554496,190.14923226069567,3.2059257948492927,3.4680446294696727,-0.26211883462038,57.253740848837765,False,False
2023-12-21,193.04559326171875,195.42545358966169,191.875506993429,194.45368523269553,46482500,191.86262741088868,183.49046630859374,,193.30753270264864,190.3637775200307,2.9437551826179345,3.3631867400993256,-0.41943155748139116,56.83426045729577,False,False
2023-12-22,191.97467041015625,193.7694724442452,191.34995462543642,193.54139247575878,37149600,192.04260330200196,183.75081665039062,,193.10247696534213,190.48310291929928,2.61937404604285,3.214424201288031,-0.5950501552451808,53.779729078712066,False,False
2023-12-26,191.4293212890625,192.26226574027075,191.21116700936184,191.984617589868,28919300,192.20423736572266,184.037099609375,,192.84506839976066,190.55319316891138,2.2918752308492856,3.0299144072002817,-0.7380391763509961,52.240019459738576,False,False
2023-12-27,191.52845764160156,191.8755253676685,189.48575421105227,190.87400998463178,48087700,192.340584564209,184.32794006347658,,192.64251289850543,190.62543498170325,2.0170779168021795,2.8273471091206615,-0.8102691923184819,52.50621452550157,False,False
2023-12-28,191.95486450195312,193.02579953233345,191.54830289093405,192.51016078496022,34049900,192.5493179321289,184.65840423583984,,192.53672083749737,190.7239112424625,1.812809595034878,2.624439606303505,-0.811630011268627,53.70151896713521,False,False
2023-12-29,190.9136505126953,192.76794644853246,190.1203637314106,192.27214410156537,42672100,192.67723388671874,184.99398986816405,,192.28701771060474,190.7379660032205,1.5490517073842511,2.4093620265196547,-0.8603103191354036,50.36804307013264,False,False
2024-01-02,184.08151245117188,186.85800888690832,182.34620407017263,185.57883023572913,82488700,192.3995849609375,185.2004592895508,,191.0246322860766,190.2448953697354,0.7797369163412213,2.083437004483968,-1.3037000881427465,35.01077914875488,False,False
2024-01-03,182.70315551757812,184.31947592788424,181.8900324473893,182.67340858873573,58414500,192.14275894165038,185.43046112060546,,189.74440509092298,189.6862479732793,0.05815711764367393,1.678381027115909,-1.620223909472235,32.83560732805043,False,False
2024-01-04,180.38282775878906,181.552914127362,179.36147605378457,180.62080322049852,71983600,191.57209091186525,185.6116796875,,188.30416242444085,188.99710573516893,-0.6929433107280829,1.2041161595471108,-1.8970594702751937,29.511635086005867,False,False
2024-01-05,179.65892028808594,181.22565742516292,178.65740505500082,180.46213275123534,62379700,191.01976623535157,185.76970458984374,,186.97412517269393,188.30538829464427,-1.331263121950343,0.69704030324762,-2.0283034251979633,28.540905018920284,False,False
2024-01-08,184.00216674804688,184.04183940945515,179.9762540642685,180.56129720920066,59144500,190.5879219055176,186.06094116210937,,186.5169007996713,187.98663114304446,-1.4697303433731577,0.26368617392346455,-1.7334165172966223,41.06614745342349,False,False
2024-01-09,183.585693359375,183.59560395931726,181.19592240352762,182.37593441619447,42841800,190.06385879516603,186.42723083496094,,186.06594580885647,187.66063575166152,-1.5946899428050472,-0.1079890494222378,-1.4867008933828094,40.33605226593059,False,False
2024-01-10,184.6268768310547,184.8351053395885,182.3759299825551,182.8023278606972,46792900,189.71729278564453,186.7880026245117,,185.84455058150235,187.43591286865362,-1.59136228715127,-0.4046636969680443,-1.1866985901832257,43.061430406272166,False,False
2024-01-11,184.0319061279297,185.47965559618967,182.07844372761645,184.97392753345,49128400,189.26511840820314,187.09587677001954,,185.56568220402963,187.1837642211926,-1.6180820171629762,-0.6473473610070306,-0.9707346561559456,41.88405093018282,False,False
2024-01-12,184.35916137695312,185.1722845702879,183.6352941143493,184.49798544280438,40477800,188.66817169189454,187.40078857421875,,185.38006361524862,186.97453438087857,-1.59447076562995,-0.8367720419316145,-0.7576987236983355,42.810286915879516,False,False
2024-01-16,182.08839416503906,182.71309489982514,179.41104910197012,180.63073389939075,65603000,187.95025024414062,187.59690643310546,,184.873652930601,186.61259806859417,-1.73894513799317,-1.0172066611439257,-0.7217384768492443,38.25434889843229,False,False
2024-01-17,181.14634704589844,181.39424823145328,178.786338048284,179.74819585869176,47317400,187.21199951171874,187.70288116455077,,184.30022125603136,186.20769058543152,-1.9074693294001577,-1.195259194795172,-0.7122101346049856,36.51805972404691,False,False
2024-01-18,187.04641723632812,187.55213023449687,184.2699207854721,184.52773258500528,78005800,186.85204696655273,187.9450796508789,,184.7227129453078,186.26981848549795,-1.5471055401901594,-1.2656284638741697,-0.2814770763159897,51.39704078800735,False,False
2024-01-19,189.95181274414062,190.3385380102556,187.23482528040057,187.74053828049293,68903000,186.5853057861328,188.19428619384766,,185.5271898374359,186.54255880095297,-1.0153689635170622,-1.2155765638027483,0.20020760028568607,56.77030214001435,False,False
2024-01-22,192.2622528076172,193.69016613117572,190.64593215238241,190.68560481730813,60133900,186.53870010375977,188.43840393066407,,186.56335337130997,186.96623983848366,-0.4028864671736869,-1.053038544476936,0.650152077303249,60.509213468272996,False,False
2024-01-23,193.54139709472656,194.10661903356933,192.20273983497614,193.38275184285894,42355600,186.56349029541016,188.68691223144532,,187.6368985595279,187.4532885241313,0.1836100353966117,-0.8057088285022264,0.989318863898838,62.445774918854916,False,False
2024-01-24,192.86712646484375,194.73134826169684,192.7084660713482,193.77940103141137,53631300,186.60811309814454,188.9314422607422,,188.44154900649957,187.85431355677667,0.5872354497228969,-0.5271199728572017,1.1143554225800987,60.754503287733016,False,False
2024-01-25,192.5398712158203,194.62224701298916,191.4887727178786,193.58105911440475,54822100,186.66364059448242,189.08553741455077,,189.07206011562585,188.20139190189104,0.8706682137348025,-0.24756233553880086,1.1182305492736033,59.90645421911344,False,False
2024-01-26,190.80455017089844,193.12490124096112,190.32858421232572,192.63902468370242,44594000,186.62744522094727,189.23665771484374,,189.33859704720624,188.39421844033603,0.9443786068702025,-0.009174147057000176,0.9535527539272026,55.48376590765874,False,False
2024-01-29,190.12037658691406,190.5864320350317,187.98843240307312,190.3980247095346,47145600,186.5357208251953,189.3217367553711,,189.4588708225459,188.5220820067492,0.9367888157966888,0.18001844551373763,0.7567703702829511,53.797425061547486,False,False
2024-01-30,186.4613494873047,190.18979301004535,185.89614265093053,189.33701232459805,55859400,186.31310577392577,189.32233154296875,,188.99771369404723,188.36943515345703,0.6282785405902018,0.2696704645290305,0.35860807606117134,45.78307364265178,False,False
2024-01-31,182.85191345214844,185.5292584344751,182.8023453182215,185.46974943852436,55467800,186.25162582397462,189.2170230102539,,188.05220596452432,187.96072984224898,0.09147612227533841,0.23403159607829208,-0.14255547380295366,39.527531015665296,False,False
2024-02-01,185.29127502441406,185.38051582576702,182.27680306565713,182.44537406733116,64885400,186.38103179931642,189.1608984375,,187.62744735835352,187.76299244833527,-0.13554508998174697,0.16011625886628428,-0.29566134884803125,44.99726080343242,False,False
2024-02-02,184.2897491455078,185.75731994134992,177.74515173237538,178.35003123610636,102551700,186.57637786865234,189.04983917236328,,187.11395532560803,187.50571516664434,-0.3917598410363041,0.0497410388857666,-0.4415008799220707,43.26690780083524,False,False
2024-02-05,186.1043701171875,187.6611968198497,184.27982102914154,186.57042555488334,69668800,186.8986503601074,188.99113647460936,,186.95863452431257,187.40191182964753,-0.44327730533495924,-0.04886262995837856,-0.3944146753765807,47.22669087146606,False,False
2024-02-06,187.71080017089844,187.7207107722996,185.2020411236872,185.29128192836527,43490800,187.08408203125,188.95127471923828,,187.07435231609503,187.42479244751797,-0.3504401314229426,-0.10917813025129139,-0.24126200117165122,50.519237265103534,False,False
2024-02-07,187.81985473632812,189.4460858813363,187.02656792958788,189.03952431241242,53439000,187.29579010009766,188.94016876220704,,187.1890449961309,187.45405632076316,-0.26501132463226895,-0.14034476912748692,-0.12466655550478203,50.7439068341263,False,False
2024-02-08,186.739013671875,187.94875754592414,185.77715585449096,187.8000228857875,40962000,187.40139694213866,188.91101623535155,,187.11980940778383,187.4010901986233,-0.28128079083947455,-0.16853197346988447,-0.11274881736959008,48.39837508445385,False,False
2024-02-09,187.50352478027344,188.63539609029752,186.65957913376621,187.304938639922,45155200,187.57497787475586,188.88505645751954,,187.178842542013,187.40867794541222,-0.22983540339922115,-0.18079265945575182,-0.04904274394346933,50.153463694526664,False,False
2024-02-12,185.8156280517578,187.32479480430874,185.45819421957458,187.0765772861258,41781900,187.6478012084961,188.8457650756836,,186.9691172358199,187.29067424958595,-0.3215570137660393,-0.20894553031780932,-0.11261148344822997,46.401053830278634,False,False
2024-02-13,183.72067260742188,184.88234393093236,182.20158259974826,184.4454786725173,56529500,187.72941513061522,188.75307189941407,,186.46935652375868,187.0262296834997,-0.5568731597410306,-0.2785310562024536,-0.27834210353857697,42.18257364519599,False,False
2024-02-14,182.83702087402344,184.2071864451767,181.13922150541597,183.9986922104331,54630500,187.81394882202147,188.6171224975586,,185.91053565456866,186.7159179198348,-0.8053822652661324,-0.38390129801518935,-0.4214809672509431,40.50964420286957,False,False
2024-02-15,182.54908752441406,183.17460050228618,180.05698915939104,182.2413002337134,65434500,187.58908233642578,188.51131072998047,,185.39338978839103,186.40726381647028,-1.0138740280792433,-0.5098958440280001,-0.5039781840512432,39.95361683203994,False,False
2024-02-16,181.0101318359375,183.53203018346474,180.37469562592958,182.11221816970058,49752500,187.14199829101562,188.29558959960937,,184.71904241109047,186.00747626235673,-1.2884338512662623,-0.6656034454756526,-0.6228304057906097,37.02819116138235,False,False
2024-02-20,180.26547241210938,181.12926445278407,178.7165976564194,180.49382826711656,53665600,186.54215927124022,188.08679077148437,,184.0338777958626,185.5821426438199,-1.548264847957313,-0.8421357259719847,-0.7061291219853282,35.667311871251,False,False
2024-02-21,181.02008056640625,181.5860086349742,179.37191259479573,180.64278508736416,41371400,185.9160934448242,187.85441131591796,,183.57021668363853,185.24421211956707,-1.673995435928532,-1.0085076679632943,-0.6654877679652378,38.148094316985535,False,False
2024-02-22,183.05543518066406,183.64123998867086,181.1590650140456,182.17178149569722,52292200,185.42550888061524,187.63418090820312,,183.49101952933475,185.08208049446313,-1.5910609651283778,-1.125018327396311,-0.4660426377320668,44.37832748782567,False,False
2024-02-23,181.2186279296875,183.7206493014041,180.93068715953405,183.69086441483557,45119700,184.85944671630858,187.4273895263672,,183.1414208216967,184.79589882299825,-1.6544780013015554,-1.23091026217736,-0.42356773912419543,40.42129495491287,False,False
2024-02-26,179.86834716796875,181.45693020455124,179.36197373162466,180.94064867140935,40867400,184.3126365661621,187.1632485961914,,182.63787102881548,184.43089499669978,-1.7930239678842952,-1.343333003318747,-0.44969096456554825,37.756088457527746,False,False
2024-02-27,181.32786560058594,182.60866132395924,178.27974721589908,179.8087756065873,54318900,183.8730110168457,186.86384399414064,,182.43633173216477,184.201040967358,-1.7647092351932372,-1.427608249693645,-0.3371009854995921,42.19290976176156,False,False
2024-02-28,180.12649536132812,181.81437153541262,178.84569957246276,181.20872015618278,48953900,183.55626831054687,186.53743743896484,,182.0809722904976,183.89922277431876,-1.8182504838211457,-1.5057366965191452,-0.3125137873020005,39.6853176768788,False,False
